Ferrari,Enel,Intesa,Unicredit,day
-0.005530160392271388,-0.012371589412285,-0.0009277622340969627,-0.007191321638643111,1
0.003598166442660755,0.01479020930382879,0.02321689345818378,0.03078466877794939,2
-0.003911318561567678,-0.004907778673978069,0.0119804250548361,0.006831970803390819,3
0.0179974301538941,0.002690327655832547,0.002870020589068378,0.007754808693926307,4
0.007393066370059209,-0.001490697043504685,-0.01377218225304289,-0.01673709469225826,5
0.01116785749133209,0.005672555290781922,-0.003083058361110225,0.01213069893159369,6
0.003155533552192891,-0.009648214320636117,-0.00782250446203292,-0.009665587440661039,7
0.00440388941917691,0.01768584052782129,0.0,0.001561574413216027,8
-0.01879118268315216,0.002503698654813924,-0.001466748199807966,-0.002143817088260391,9
0.0185126752971887,-0.008373671735978472,-0.002570703229886728,0.008007758134060516,10
-0.009087947247694239,-0.01688892508789575,0.004602386965780303,0.003487672692652932,11
0.01106886566591192,-0.002109656205535604,0.007879744863633631,0.02722539589827355,12
-0.0006255019093733827,0.00604039066569495,0.002000021129050289,-0.006014996854572852,13
-0.02222226742940225,-0.009927088659763328,0.004536314236628813,0.004160254574199884,14
-0.02112677661060691,-0.007676682686676206,0.001445119708293863,-0.002448194505449086,15
0.01111839278638449,-0.002841777694058023,0.02254695077719582,0.01925621335391425,16
-0.009379025565119381,-0.003166547804130615,-0.009349138190382966,-0.01759581078595107,17
0.02252696951202271,-0.003970883355499333,0.001068352527977767,0.006410212863088072,18
0.008620659838457057,-0.007654233435419933,-0.01031660952601876,-0.0005620044491820853,19
0.02215885320476207,0.005302911816695177,0.0341482456376998,0.01349577087645559,20
0.002477595673984423,0.01358702580480675,-0.00486629038509101,0.004623604853205343,21
0.09206052889011396,-0.02160547432460236,-0.0209570457842555,-0.02411626375605636,22
-0.01697310706026134,-0.0035461013900836,-0.001070258250667089,0.006036555836542057,23
-0.003741080165087451,-0.008896887311610757,0.02339278932568645,0.08100507192325468,24
0.01502024540157021,-0.008323701560360108,0.01273777481627603,-0.001908053007240507,25
0.01166766723811974,-0.007570790282839912,-0.0213645998554497,-0.003649610300094808,26
-0.001406497189922251,-0.01276949347951406,-0.008098634339948618,0.005232752837331489,27
0.02084504158999456,-0.01327055571763114,-0.01118205401511352,0.008329013120109918,28
-0.005518700921477326,0.007320390763841722,0.01364209656142146,0.01772510419097539,29
-0.01775804928369651,-0.005746166310995116,-0.006197908141692743,-0.006087352497677445,30
0.004237283319447727,0.005269407053244413,0.003385559369376123,0.0127594285279522,31
0.01153301576939758,0.00185999428649497,0.004617258894500598,-0.004535569154683228,32
0.009454962534155786,-0.008607567585757092,-0.001237409423313518,0.005400039643687515,33
-0.00385673935210229,-0.002213160089265975,0.004955674787067821,0.0006713616924121091,34
0.002488986625773348,0.007166000314935861,0.003698593702460506,0.004696378878012553,35
0.01765508919927328,0.009147799112489752,0.01263379992494884,0.0165275763321977,36
0.03063161898983191,-0.004028804175067568,0.003812204461394186,0.0004926187938107951,37
